"Time","Voltage"
"(ms)","(mV)"
,
"27.223000000622825","5.435844"
"27.223025000622826","5.43737"
"27.223050000622827","5.438896"
"27.223075000622828","5.440423"
"27.22310000062283","5.441948"
"27.22312500062283","5.443474"
"27.22315000062283","5.445"
"27.22317500062283","5.446527"
"27.223200000622832","5.448053"
"27.223225000622833","5.449579"
"27.223250000622834","5.451105"
"27.223275000622834","5.452631"
"27.223300000622835","5.454157"
"27.223325000622836","5.455683"
"27.223350000622837","5.457209"
"27.223375000622838","5.457209"
"27.22340000062284","5.458735"
"27.22342500062284","5.460261"
"27.22345000062284","5.461787"
"27.22347500062284","5.463314"
"27.223500000622842","5.464839"
"27.223525000622843","5.466365"
"27.223550000622843","5.467891"
"27.223575000622844","5.469418"
"27.223600000622845","5.470944"
"27.223625000622846","5.47247"
"27.223650000622847","5.473996"
"27.223675000622848","5.477048"
"27.22370000062285","5.478574"
"27.22372500062285","5.4801"
"27.22375000062285","5.481626"
"27.22377500062285","5.483152"
"27.22380000062285","5.486205"
"27.223825000622853","5.487731"
"27.223850000622853","5.489256"
"27.223875000622854","5.490782"
"27.223900000622855","5.493835"
"27.223925000622856","5.495361"
"27.223950000622857","5.496887"
"27.223975000622858","5.498413"
"27.22400000062286","5.499939"
"27.22402500062286","5.501465"
"27.22405000062286","5.502991"
"27.22407500062286","5.504517"
"27.22410000062286","5.506043"
"27.224125000622863","5.509095"
"27.224150000622863","5.510622"
"27.224175000622864","5.512147"
"27.224200000622865","5.513673"
"27.224225000622866","5.5152"
"27.224250000622867","5.516726"
"27.224275000622868","5.519778"
"27.22430000062287","5.521304"
"27.22432500062287","5.52283"
"27.22435000062287","5.524356"
"27.22437500062287","5.525882"
"27.22440000062287","5.527408"
"27.224425000622873","5.528934"
"27.224450000622873","5.53046"
"27.224475000622874","5.531986"
"27.224500000622875","5.533512"
"27.224525000622876","5.536564"
"27.224550000622877","5.538091"
"27.224575000622877","5.539617"
"27.22460000062288","5.541142"
"27.22462500062288","5.542669"
"27.22465000062288","5.544195"
