"Time","Voltage"
"(ms)","(mV)"
,
"26.165700000587726","5.310707"
"26.165725000587727","5.312233"
"26.165750000587728","5.313759"
"26.16577500058773","5.315285"
"26.16580000058773","5.316811"
"26.16582500058773","5.316811"
"26.16585000058773","5.318337"
"26.165875000587732","5.319863"
"26.165900000587733","5.321389"
"26.165925000587734","5.322915"
"26.165950000587735","5.324441"
"26.165975000587736","5.325968"
"26.166000000587736","5.327494"
"26.166025000587737","5.32902"
"26.166050000587738","5.330545"
"26.16607500058774","5.332071"
"26.16610000058774","5.333598"
"26.16612500058774","5.335124"
"26.16615000058774","5.33665"
"26.166175000587742","5.338176"
"26.166200000587743","5.339702"
"26.166225000587744","5.339702"
"26.166250000587745","5.341228"
"26.166275000587746","5.342754"
"26.166300000587746","5.34428"
"26.166325000587747","5.345806"
"26.166350000587748","5.347332"
"26.16637500058775","5.348858"
"26.16640000058775","5.350385"
"26.16642500058775","5.351911"
"26.16645000058775","5.353436"
"26.166475000587752","5.354962"
"26.166500000587753","5.356489"
"26.166525000587754","5.356489"
"26.166550000587755","5.358015"
"26.166575000587756","5.359541"
"26.166600000587756","5.361067"
"26.166625000587757","5.362593"
"26.166650000587758","5.364119"
"26.16667500058776","5.365645"
"26.16670000058776","5.367171"
"26.16672500058776","5.368697"
"26.16675000058776","5.368697"
"26.166775000587762","5.370223"
"26.166800000587763","5.371749"
"26.166825000587764","5.373275"
"26.166850000587765","5.376328"
"26.166875000587765","5.377853"
"26.166900000587766","5.37938"
"26.166925000587767","5.380906"
"26.166950000587768","5.383958"
"26.16697500058777","5.385484"
"26.16700000058777","5.38701"
"26.16702500058777","5.388536"
"26.16705000058777","5.390062"
"26.167075000587772","5.391588"
"26.167100000587773","5.39464"
"26.167125000587774","5.396166"
"26.167150000587775","5.397693"
"26.167175000587775","5.399219"
"26.167200000587776","5.400744"
"26.167225000587777","5.403797"
"26.167250000587778","5.405323"
"26.16727500058778","5.406849"
"26.16730000058778","5.408375"
"26.16732500058778","5.409901"
"26.16735000058778","5.411427"
