"Time","Voltage"
"(ms)","(mV)"
,
"12.590300000137072","5.226773"
"12.590325000137073","5.225247"
"12.590350000137073","5.225247"
"12.590375000137074","5.223721"
"12.590400000137075","5.222195"
"12.590425000137076","5.220669"
"12.590450000137077","5.220669"
"12.590475000137078","5.219143"
"12.590500000137078","5.217617"
"12.59052500013708","5.217617"
"12.59055000013708","5.216091"
"12.59057500013708","5.216091"
"12.590600000137082","5.214565"
"12.590625000137083","5.213038"
"12.590650000137083","5.213038"
"12.590675000137084","5.211513"
"12.590700000137085","5.211513"
"12.590725000137086","5.209986"
"12.590750000137087","5.209986"
"12.590775000137088","5.20846"
"12.590800000137088","5.20846"
"12.59082500013709","5.206934"
"12.59085000013709","5.206934"
"12.59087500013709","5.205409"
"12.590900000137092","5.205409"
"12.590925000137092","5.203882"
"12.590950000137093","5.203882"
"12.590975000137094","5.203882"
"12.591000000137095","5.202356"
"12.591025000137096","5.202356"
"12.591050000137097","5.20083"
"12.591075000137097","5.20083"
"12.591100000137098","5.199304"
"12.5911250001371","5.199304"
"12.5911500001371","5.199304"
"12.5911750001371","5.197778"
"12.591200000137102","5.197778"
"12.591225000137102","5.196252"
"12.591250000137103","5.196252"
"12.591275000137104","5.194726"
"12.591300000137105","5.194726"
"12.591325000137106","5.1932"
"12.591350000137107","5.1932"
"12.591375000137107","5.1932"
"12.591400000137108","5.191674"
"12.591425000137109","5.191674"
"12.59145000013711","5.191674"
"12.59147500013711","5.190148"
"12.591500000137112","5.190148"
"12.591525000137112","5.190148"
"12.591550000137113","5.190148"
"12.591575000137114","5.190148"
"12.591600000137115","5.190148"
"12.591625000137116","5.190148"
"12.591650000137117","5.190148"
"12.591675000137117","5.190148"
"12.591700000137118","5.190148"
"12.591725000137119","5.190148"
"12.59175000013712","5.190148"
"12.59177500013712","5.190148"
"12.591800000137122","5.190148"
"12.591825000137122","5.190148"
"12.591850000137123","5.190148"
"12.591875000137124","5.190148"
"12.591900000137125","5.190148"
"12.591925000137126","5.190148"
"12.591950000137127","5.190148"
