"Time","Voltage"
"(ms)","(mV)"
,
"44.65405000092059","5.267977"
"44.65410000092059","5.271029"
"44.654150000920595","5.274081"
"44.654200000920596","5.278659"
"44.6542500009206","5.281712"
"44.6543000009206","5.28629"
"44.6543500009206","5.290868"
"44.6544000009206","5.29392"
"44.654450000920605","5.298498"
"44.654500000920606","5.303077"
"44.65455000092061","5.307654"
"44.65460000092061","5.310707"
"44.65465000092061","5.315285"
"44.65470000092061","5.319863"
"44.654750000920615","5.324441"
"44.654800000920616","5.32902"
"44.65485000092062","5.333598"
"44.65490000092062","5.338176"
"44.65495000092062","5.342754"
"44.65500000092062","5.347332"
"44.655050000920625","5.353436"
"44.655100000920626","5.358015"
"44.65515000092063","5.364119"
"44.65520000092063","5.368697"
"44.65525000092063","5.374802"
"44.65530000092063","5.380906"
"44.655350000920635","5.38701"
"44.655400000920636","5.391588"
"44.65545000092064","5.397693"
"44.65550000092064","5.403797"
"44.65555000092064","5.409901"
"44.65560000092064","5.416005"
"44.655650000920645","5.420583"
"44.655700000920646","5.426688"
"44.65575000092065","5.432792"
"44.65580000092065","5.43737"
"44.65585000092065","5.443474"
"44.65590000092065","5.449579"
"44.655950000920654","5.455683"
"44.656000000920656","5.461787"
"44.65605000092066","5.467891"
"44.65610000092066","5.475522"
"44.65615000092066","5.481626"
"44.65620000092066","5.489256"
"44.656250000920664","5.495361"
"44.656300000920666","5.502991"
"44.65635000092067","5.510622"
"44.65640000092067","5.516726"
"44.65645000092067","5.524356"
"44.65650000092067","5.531986"
"44.656550000920674","5.538091"
"44.656600000920676","5.545721"
"44.65665000092068","5.553351"
"44.65670000092068","5.559455"
"44.65675000092068","5.567086"
"44.65680000092068","5.574716"
"44.656850000920684","5.582346"
"44.656900000920686","5.589977"
"44.65695000092069","5.596081"
"44.65700000092069","5.603711"
"44.65705000092069","5.611341"
"44.65710000092069","5.618972"
"44.657150000920694","5.628128"
"44.657200000920696","5.635758"
"44.6572500009207","5.641863"
"44.6573000009207","5.649493"
"44.6573500009207","5.657124"
