"Time","Voltage"
"(ms)","(mV)"
,
"25.093050000552118","5.252716"
"25.09307500055212","5.254242"
"25.09310000055212","5.257295"
"25.09312500055212","5.258821"
"25.09315000055212","5.261873"
"25.093175000552122","5.263399"
"25.093200000552123","5.264925"
"25.093225000552124","5.267977"
"25.093250000552125","5.269503"
"25.093275000552126","5.271029"
"25.093300000552127","5.274081"
"25.093325000552127","5.275607"
"25.093350000552128","5.278659"
"25.09337500055213","5.280186"
"25.09340000055213","5.281712"
"25.09342500055213","5.284763"
"25.09345000055213","5.28629"
"25.093475000552132","5.287816"
"25.093500000552133","5.290868"
"25.093525000552134","5.292394"
"25.093550000552135","5.29392"
"25.093575000552136","5.295446"
"25.093600000552136","5.298498"
"25.093625000552137","5.300024"
"25.093650000552138","5.303077"
"25.09367500055214","5.304603"
"25.09370000055214","5.307654"
"25.09372500055214","5.309181"
"25.09375000055214","5.310707"
"25.093775000552142","5.313759"
"25.093800000552143","5.315285"
"25.093825000552144","5.316811"
"25.093850000552145","5.319863"
"25.093875000552146","5.321389"
"25.093900000552146","5.324441"
"25.093925000552147","5.325968"
"25.093950000552148","5.327494"
"25.09397500055215","5.330545"
"25.09400000055215","5.332071"
"25.09402500055215","5.333598"
"25.09405000055215","5.33665"
"25.094075000552152","5.338176"
"25.094100000552153","5.339702"
"25.094125000552154","5.342754"
"25.094150000552155","5.34428"
"25.094175000552156","5.345806"
"25.094200000552156","5.347332"
"25.094225000552157","5.350385"
"25.094250000552158","5.351911"
"25.09427500055216","5.353436"
"25.09430000055216","5.356489"
"25.09432500055216","5.358015"
"25.09435000055216","5.359541"
"25.094375000552162","5.362593"
"25.094400000552163","5.364119"
"25.094425000552164","5.365645"
"25.094450000552165","5.368697"
"25.094475000552166","5.370223"
"25.094500000552166","5.373275"
"25.094525000552167","5.374802"
"25.094550000552168","5.377853"
"25.09457500055217","5.37938"
"25.09460000055217","5.380906"
"25.09462500055217","5.383958"
"25.09465000055217","5.385484"
"25.094675000552172","5.38701"
"25.094700000552173","5.388536"
