"Time","Voltage"
"(ms)","(mV)"
,
"23.945825000514034","5.408375"
"23.945850000514035","5.406849"
"23.945875000514036","5.405323"
"23.945900000514037","5.405323"
"23.945925000514038","5.403797"
"23.94595000051404","5.402271"
"23.94597500051404","5.400744"
"23.94600000051404","5.400744"
"23.94602500051404","5.399219"
"23.94605000051404","5.397693"
"23.946075000514043","5.396166"
"23.946100000514043","5.39464"
"23.946125000514044","5.39464"
"23.946150000514045","5.393114"
"23.946175000514046","5.391588"
"23.946200000514047","5.391588"
"23.946225000514048","5.390062"
"23.94625000051405","5.388536"
"23.94627500051405","5.388536"
"23.94630000051405","5.38701"
"23.94632500051405","5.385484"
"23.94635000051405","5.385484"
"23.946375000514053","5.383958"
"23.946400000514053","5.382432"
"23.946425000514054","5.382432"
"23.946450000514055","5.380906"
"23.946475000514056","5.37938"
"23.946500000514057","5.37938"
"23.946525000514058","5.377853"
"23.94655000051406","5.376328"
"23.94657500051406","5.374802"
"23.94660000051406","5.374802"
"23.94662500051406","5.373275"
"23.94665000051406","5.373275"
"23.946675000514063","5.371749"
"23.946700000514063","5.370223"
"23.946725000514064","5.370223"
"23.946750000514065","5.368697"
"23.946775000514066","5.367171"
"23.946800000514067","5.367171"
"23.946825000514067","5.365645"
"23.94685000051407","5.364119"
"23.94687500051407","5.364119"
"23.94690000051407","5.362593"
"23.94692500051407","5.362593"
"23.94695000051407","5.361067"
"23.946975000514072","5.361067"
"23.947000000514073","5.359541"
"23.947025000514074","5.359541"
"23.947050000514075","5.359541"
"23.947075000514076","5.358015"
"23.947100000514077","5.358015"
"23.947125000514077","5.356489"
"23.94715000051408","5.356489"
"23.94717500051408","5.354962"
"23.94720000051408","5.354962"
"23.94722500051408","5.353436"
"23.94725000051408","5.353436"
"23.947275000514082","5.351911"
"23.947300000514083","5.351911"
"23.947325000514084","5.350385"
"23.947350000514085","5.350385"
"23.947375000514086","5.348858"
"23.947400000514087","5.347332"
"23.947425000514087","5.347332"
"23.94745000051409","5.345806"
"23.94747500051409","5.345806"
