"Time","Voltage"
"(ms)","(mV)"
,
"14.829100000211392","5.295446"
"14.829125000211393","5.296972"
"14.829150000211394","5.298498"
"14.829175000211395","5.300024"
"14.829200000211396","5.30155"
"14.829225000211396","5.303077"
"14.829250000211397","5.304603"
"14.829275000211398","5.306129"
"14.829300000211399","5.307654"
"14.8293250002114","5.309181"
"14.8293500002114","5.310707"
"14.829375000211401","5.312233"
"14.829400000211402","5.313759"
"14.829425000211403","5.315285"
"14.829450000211404","5.316811"
"14.829475000211405","5.318337"
"14.829500000211405","5.319863"
"14.829525000211406","5.321389"
"14.829550000211407","5.322915"
"14.829575000211408","5.324441"
"14.829600000211409","5.325968"
"14.82962500021141","5.327494"
"14.82965000021141","5.32902"
"14.829675000211411","5.330545"
"14.829700000211412","5.332071"
"14.829725000211413","5.333598"
"14.829750000211414","5.335124"
"14.829775000211415","5.335124"
"14.829800000211415","5.33665"
"14.829825000211416","5.338176"
"14.829850000211417","5.339702"
"14.829875000211418","5.341228"
"14.829900000211419","5.342754"
"14.82992500021142","5.34428"
"14.82995000021142","5.345806"
"14.829975000211421","5.347332"
"14.830000000211422","5.348858"
"14.830025000211423","5.350385"
"14.830050000211424","5.351911"
"14.830075000211425","5.353436"
"14.830100000211425","5.354962"
"14.830125000211426","5.356489"
"14.830150000211427","5.358015"
"14.830175000211428","5.359541"
"14.830200000211429","5.361067"
"14.83022500021143","5.364119"
"14.83025000021143","5.365645"
"14.830275000211431","5.367171"
"14.830300000211432","5.368697"
"14.830325000211433","5.371749"
"14.830350000211434","5.373275"
"14.830375000211435","5.374802"
"14.830400000211435","5.376328"
"14.830425000211436","5.377853"
"14.830450000211437","5.380906"
"14.830475000211438","5.382432"
"14.830500000211439","5.383958"
"14.83052500021144","5.385484"
"14.83055000021144","5.38701"
"14.830575000211441","5.388536"
"14.830600000211442","5.391588"
"14.830625000211443","5.393114"
"14.830650000211444","5.39464"
"14.830675000211444","5.396166"
"14.830700000211445","5.399219"
"14.830725000211446","5.400744"
"14.830750000211447","5.402271"
